ID,COMPLAINDATE,COMPLETIONDATE,LASTNAME,FIRSTNAME,GENDER,BROKERFULLNAME,COMMISSIONSCHEME,DESCRIPTION_CATEGORIES,REGION,DESCRIPTION_STATUS,STATE,PRODUCT,DESCRIPTION_PRIORITIES,DESCRIPTION_SOURCE,DESCRIPTION_TYPE
184,2/28/2012,3/27/2012,Rachel,Baker,FEMALE,Peter Wright,Comm-6,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,West,CLOSED,California,CAS-020,Non Urgent,Bank Branch,Written
185,2/28/2012,3/9/2012,Joseph,Boyd,MALE,Larry Marshall,Comm-6,INDEPENDENT DISMISSAL,West,CLOSED,California,CAP-028,Urgent,Company HQ,Court Order
186,2/28/2012,4/4/2012,Janet,Wells,FEMALE,Louis Garrett,Bonus Based,POOR SERVICE,West,CLOSED,California,LBL-074,Non Urgent,Company HQ,Written
187,7/19/2011,9/22/2011,Earl,Fuller,MALE,Henry Martinez,Bonus Based,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,West,CLOSED,California,CAS-014,Non Urgent,Company HQ,Fax
188,9/6/2011,9/16/2011,Randy,Clark,MALE,Earl King,Comm-7,POOR INFORMATION (BEFORE OR WITH THE SALE),West,CLOSED,California,BNM-032,Non Urgent,Company HQ,Written
189,2/29/2012,4/2/2012,Aaron,Boyd,MALE,Russell Burns,Comm-2,INDEPENDENT DISMISSAL,West,CLOSED,California,CAS-014,Urgent,Company HQ,Court Order
190,2/29/2012,3/19/2012,Ronald,Jackson,MALE,Dennis Peterson,Bonus Based,IGNORANCE OF EXISTENCE,West,CLOSED,California,CAP-070,Urgent,Company HQ,Written
191,2/29/2012,3/13/2012,Patrick,Tucker,MALE,Albert Harvey,Comm-7,IGNORANCE OF EXISTENCE,West,CLOSED,California,CAP-027,Urgent,Bank HQ,Phone
192,2/29/2012,3/15/2012,Mildred,Carr,FEMALE,Jimmy Nelson,Comm-9,POOR INFORMATION (BEFORE OR WITH THE SALE),West,CLOSED,California,MOT-008,Non Urgent,Company HQ,Written
193,9/7/2011,9/20/2011,Sandra,Perkins,FEMALE,Martin Greene,Comm-9,DISCLAIMER OF A SERVICE ,West,CLOSED,California,HHC-057,Non Urgent,Bank Branch,Written
194,9/8/2011,10/5/2011,Lawrence,Hill,MALE,Matthew Rivera,Comm-2,SECURITY BUILDING REQUEST_ SECURITY RETURN,West,CLOSED,California,BNM-040,Non Urgent,Company HQ,Written
195,9/9/2011,9/30/2011,Brian,Hamilton,MALE,Roger Simmons,Comm-7,POWER FOR PRESENTATION OR WRONG,West,CLOSED,California,FPT-060,Non Urgent,Bank Branch,In person
196,9/16/2011,9/27/2011,Andrew,Vasquez,MALE,Jonathan Stevens,No Commission,SELF-DETERMINED EXPRESSION OF INSURANCE,West,CLOSED,California,CAS-019,Non Urgent,Bank Branch,Written
197,9/19/2011,9/21/2011,Albert,Palmer,MALE,Lawrence Flores,Comm-2,NO CONTRACT NOTICE / ON,West,CLOSED,California,CAP-029,Non Urgent,Company HQ,In person
198,9/19/2011,9/29/2011,Jacqueline,Spencer,FEMALE,Eric Lawrence,Bonus Based,PAYMENT POLICY,West,CLOSED,California,HOC-052,Non Urgent,Company HQ,In person
199,9/21/2011,10/21/2011,Todd,Watson,MALE,Howard Berry,Comm-2,PAYMENT POLICY,West,CLOSED,California,BNM-033,Non Urgent,Bank Branch,Written
200,9/27/2011,10/5/2011,Rachel,Brown,FEMALE,Earl Jordan,No Commission,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,West,CLOSED,California,MOT-011,Non Urgent,Bank Branch,In person
201,3/1/2012,3/14/2012,Frank,Cox,MALE,Peter Wright,Comm-6,POOR INFORMATION (BEFORE OR WITH THE SALE),West,CLOSED,California,CAS-019,Non Urgent,Company HQ,Written
202,8/25/2011,9/30/2011,Roger,Powell,MALE,Bruce Price,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),West,CLOSED,California,HOC-048,Non Urgent,Bank Branch,Written
203,8/26/2011,9/6/2011,Norma,Mendoza,FEMALE,Harry Ford,Comm-2,SECURITY PUBLISHING CONTRACT,West,CLOSED,California,MOT-008,Non Urgent,Company HQ,Written
204,9/30/2011,11/28/2011,Peter,Harper,MALE,Chris Kelley,Bonus Based,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,West,CLOSED,California,CAS-066,Non Urgent,Bank Branch,Written
205,9/29/2011,10/6/2011,Cheryl,Hansen,FEMALE,Larry Walker,Comm-2,USE OF OTHER / OTHER EXPENSES,West,CLOSED,California,CAS-019,Non Urgent,Bank HQ,Phone
206,9/30/2011,10/3/2011,Eugene,Thomas,MALE,Sean Schmidt,Comm-6,DO NOT USE A REQUEST,West,CLOSED,California,LBL-044,Non Urgent,Company HQ,Written
207,10/5/2011,10/26/2011,Eric,Shaw,MALE,Fred Lewis,No Commission,POOR INFORMATION (BEFORE OR WITH THE SALE),West,CLOSED,California,HOC-055,Non Urgent,Company HQ,Written
208,10/4/2011,10/14/2011,Sarah,Garza,FEMALE,Clarence Romero,Comm-5,POWER FOR PRESENTATION OR WRONG,West,CLOSED,California,CAS-066,Non Urgent,Company HQ,Email
209,10/5/2011,10/21/2011,Rachel,Mason,FEMALE,Louis Rivera,Comm-2,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,West,CLOSED,California,CAS-077,Non Urgent,Company HQ,Written
210,10/12/2011,11/9/2011,Ronald,Rose,MALE,Samuel Torres,Bonus Based,POOR INFORMATION (BEFORE OR WITH THE SALE),West,CLOSED,California,BNM-033,Non Urgent,Company HQ,Written
211,10/12/2011,10/20/2011,Todd,Cook,MALE,Ronald Reed,Comm-4,SECURITY PUBLISHING CONTRACT,West,CLOSED,California,MOT-010,Non Urgent,Company HQ,In person
212,10/13/2011,10/13/2011,Anthony,King,MALE,John Edwards,Bonus Based,DISCLAIMER OF DISMISSAL,West,CLOSED,California,CAP-070,Non Urgent,Bank Branch,Phone
213,10/14/2011,11/25/2011,Jonathan,West,MALE,Arthur Garza,Comm-2,SECURITY BUILDING REQUEST_ SECURITY RETURN,West,CLOSED,California,CAS-016,Non Urgent,Bank Branch,Written
214,10/20/2011,10/25/2011,Thomas,Powell,MALE,Stephen Howard,Bonus Based,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,West,CLOSED,California,HOC-064,Non Urgent,Bank Branch,Written
215,10/24/2011,11/7/2011,Nicholas,Hernandez,MALE,Brian Thomas,Comm-7,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,West,CLOSED,California,PNM-002,Non Urgent,Company HQ,Written
216,10/24/2011,11/7/2011,Martin,Hill,MALE,Bobby Walker,Comm-6,POWER FOR PRESENTATION OR WRONG,West,CLOSED,California,CAS-019,Non Urgent,Bank HQ,Phone
217,10/25/2011,11/3/2011,Evelyn,Bowman,FEMALE,Andrew Bowman,No Commission,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,West,CLOSED,California,CAP-024,Non Urgent,Company HQ,Court Order
218,8/29/2011,9/15/2011,Antonio,Rogers,MALE,Arthur Rose,No Commission,POOR INFORMATION (BEFORE OR WITH THE SALE),West,CLOSED,California,CAP-027,Non Urgent,Company HQ,Written
219,10/25/2011,11/3/2011,Frank,Hughes,MALE,Albert Taylor,Comm-7,POWER FOR PRESENTATION OR WRONG,West,CLOSED,California,CAS-013,Non Urgent,Company HQ,Email
220,3/1/2012,4/20/2012,Ann,Hunt,FEMALE,Edward Gilbert,Comm-2,POWER FOR PRESENTATION OR WRONG,West,CLOSED,California,CAS-072,Urgent,Company HQ,Court Order
221,9/1/2011,9/9/2011,Deborah,Garza,FEMALE,Kenneth Morris,Bonus Based,IGNORANCE OF EXISTENCE,West,CLOSED,California,CAS-016,Non Urgent,Company HQ,Written
222,9/8/2011,9/19/2011,Jean,Bell,FEMALE,Fred Morris,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),West,CLOSED,California,MOT-008,Non Urgent,Call Center,Email
223,9/8/2011,9/19/2011,Jacqueline,Graham,FEMALE,David Fox,Bonus Based,DIFFERENCES IN PRICE POLITICS,West,CLOSED,California,HOC-064,Non Urgent,Call Center,Email
224,9/8/2011,9/23/2011,Ann,Oliver,FEMALE,Walter Young,Comm-6,IGNORANCE OF EXISTENCE,West,CLOSED,Colorado,BNM-036,Non Urgent,Company HQ,Court Order
225,9/8/2011,9/30/2011,Rachel,Davis,FEMALE,Steven Long,Bonus Based,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,West,CLOSED,Colorado,CAP-029,Non Urgent,Company HQ,Court Order
226,3/2/2012,4/2/2012,Philip,Murphy,MALE,Samuel Green,Comm-4,DIFFERENCES IN PRICE POLITICS,West,CLOSED,Colorado,BNM-036,Urgent,Company HQ,Court Order
227,9/1/2011,9/30/2011,Phyllis,Jones,FEMALE,Gary Williams,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),West,CLOSED,Colorado,BNM-034,Non Urgent,Company HQ,Written
228,9/2/2011,9/29/2011,Martin,Austin,MALE,Thomas Greene,Comm-4,CONTRACT NOTICE (USE OR FAITH),West,CLOSED,Colorado,FPT-060,Non Urgent,Company HQ,Written
229,9/2/2011,9/5/2011,Joyce,Gilbert,FEMALE,Nicholas Montgomery,Comm-8,SECURITY BUILDING REQUEST_ SECURITY RETURN,West,CLOSED,Colorado,CAS-016,Non Urgent,Bank Branch,In person
230,9/5/2011,9/7/2011,Lisa,Stone,FEMALE,Joseph Morrison,Bonus Based,POOR INFORMATION (BEFORE OR WITH THE SALE),West,CLOSED,Colorado,MMP-004,Non Urgent,Bank Branch,Written
231,9/5/2011,9/19/2011,Heather,Garcia,FEMALE,Peter Mendoza,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),West,CLOSED,Colorado,HOC-052,Non Urgent,Tele,In person
232,11/4/2011,12/2/2011,Diana,White,FEMALE,Martin Foster,No Commission,PAYMENT POLICY,West,CLOSED,Colorado,CAS-017,Non Urgent,Bank Branch,Written
233,11/8/2011,12/12/2011,Pamela,Stanley,FEMALE,Earl Jordan,No Commission,SECURITY BUILDING REQUEST_ SECURITY RETURN,West,CLOSED,Colorado,LBL-044,Non Urgent,Call Center,Email
234,11/8/2011,11/21/2011,Jose,Murphy,MALE,Terry Thomas,Bonus Based,POOR SERVICE,West,CLOSED,Colorado,MMP-006,Non Urgent,Bank Branch,In person
235,11/8/2011,11/16/2011,Ann,Hunt,FEMALE,William Torres,Comm-9,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,West,CLOSED,Colorado,BMB-042,Non Urgent,Bank Branch,In person
236,3/2/2012,3/12/2012,Kelly,Lawson,FEMALE,Henry Oliver,Bonus Based,USE OF OTHER / OTHER EXPENSES,West,CLOSED,Colorado,MOT-008,Non Urgent,Company HQ,Written
237,11/9/2011,11/11/2011,Kenneth,Turner,MALE,Jimmy Murphy,Comm-9,USE OF OTHER / OTHER EXPENSES,West,CLOSED,Colorado,HOC-051,Non Urgent,Bank Branch,Written
238,11/9/2011,11/18/2011,Harold,Carpenter,MALE,Nicholas Hawkins,Comm-7,PAYMENT POLICY,West,CLOSED,Colorado,HHC-058,Non Urgent,Bank Branch,In person
239,11/4/2011,11/11/2011,Ashley,Jackson,FEMALE,Michael Ferguson,No Commission,POOR SERVICE,West,CLOSED,Colorado,CAP-068,Non Urgent,Call Center,Email
240,11/23/2011,12/2/2011,Thomas,Mccoy,MALE,Larry Dixon,Bonus Based,POWER FOR PRESENTATION OR WRONG,West,CLOSED,Colorado,CAS-020,Non Urgent,Bank Branch,In person
241,11/24/2011,12/9/2011,Fred,Banks,MALE,Justin Lynch,Comm-2,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,West,CLOSED,Colorado,MMP-005,Non Urgent,Bank Branch,Written
242,11/28/2011,12/2/2011,Mark,Anderson,MALE,Phillip Foster,Comm-2,INSURANCE USE IN ORGANIZATION OF COMPETITIVE LOAN,West,CLOSED,Colorado,CAS-014,Non Urgent,Bank Branch,In person
243,12/2/2011,12/13/2011,Gary,Rose,MALE,Ralph Hall,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),Northeast,CLOSED,Connecticut,HHC-078,Non Urgent,Bank Branch,In person
244,3/2/2012,3/15/2012,Adam,Wagner,MALE,Thomas Martinez,Bonus Based,DISCLAIMER OF DISMISSAL,Northeast,CLOSED,Connecticut,LBL-074,Non Urgent,Company HQ,Written
245,12/2/2011,12/2/2011,Michelle,Ross,FEMALE,Gerald Richards,Comm-9,POWER FOR PRESENTATION OR WRONG,Northeast,CLOSED,Connecticut,MMP-005,Non Urgent,Bank Branch,In person
246,12/6/2011,1/27/2012,Benjamin,Mitchell,MALE,Edward Evans,Bonus Based,DISCLAIMER OF DISMISSAL,Northeast,CLOSED,Connecticut,CAS-019,Non Urgent,Company HQ,Written
247,12/15/2011,1/20/2012,Jeremy,Medina,MALE,Henry Mills,Comm-2,POWER FOR PRESENTATION OR WRONG,Northeast,CLOSED,Connecticut,FPT-060,Non Urgent,Bank Branch,Email
248,12/15/2011,12/22/2011,Anna,Russell,FEMALE,Gary Webb,Bonus Based,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,Northeast,CLOSED,Connecticut,CAS-076,Non Urgent,Call Center,Email
249,12/16/2011,12/19/2011,Gloria,Medina,FEMALE,Roger Robertson,No Commission,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,Northeast,CLOSED,Connecticut,CAS-022,Non Urgent,Bank Branch,Phone
250,12/19/2011,12/19/2011,Alan,Meyer,MALE,Eric Lawrence,Bonus Based,POWER FOR PRESENTATION OR WRONG,Northeast,CLOSED,Connecticut,CAS-077,Non Urgent,Bank HQ,Phone
251,12/22/2011,12/27/2011,Mark,Nguyen,MALE,Carlos Henry,Comm-9,POWER FOR PRESENTATION OR WRONG,Northeast,CLOSED,Connecticut,HOC-052,Non Urgent,Bank Branch,In person
252,12/23/2011,1/17/2012,Steven,Perkins,MALE,Jack Price,Comm-6,POOR INFORMATION (BEFORE OR WITH THE SALE),Northeast,CLOSED,Connecticut,MOT-009,Non Urgent,Company HQ,Written
253,12/28/2011,1/3/2012,Cynthia,Richardson,FEMALE,Martin Clark,Bonus Based,DETERMINATION OR LOSS OF ABSOLUTE REGISTRATIONS,Northeast,CLOSED,Connecticut,BNM-033,Non Urgent,Bank Branch,Written
254,3/5/2012,3/14/2012,China Group,,,Carlos Wagner,Comm-9,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,Northeast,CLOSED,Connecticut,PNM-002,Non Urgent,Company HQ,Written
255,9/6/2011,9/20/2011,Johnny,Gordon,MALE,Robert Nichols,No Commission,POOR INFORMATION (BEFORE OR WITH THE SALE),Northeast,CLOSED,Connecticut,CAP-029,Non Urgent,Company HQ,Written
256,3/5/2012,3/13/2012,Ruth,Rivera,FEMALE,Michael Evans,Comm-3,SECURITY BUILDING REQUEST_ SECURITY RETURN,Northeast,CLOSED,Connecticut,OOT-061,Non Urgent,Company HQ,Written
257,9/7/2011,9/23/2011,Theresa,Day,FEMALE,Larry Myers,Comm-3,POOR SERVICE,Northeast,CLOSED,Connecticut,BNM-033,Non Urgent,Company HQ,Phone
258,9/7/2011,9/16/2011,David,Long,MALE,Phillip Stephens,Bonus Based,POOR INFORMATION (BEFORE OR WITH THE SALE),Northeast,CLOSED,Connecticut,BNM-031,Non Urgent,Company HQ,Written
259,9/12/2011,10/17/2011,Virginia,Hawkins,FEMALE,Willie Williams,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),Northeast,CLOSED,Connecticut,CAP-028,Non Urgent,Tele,Written
260,9/12/2011,10/27/2011,Andrew,Gray,MALE,Donald Jordan,Comm-2,POWER FOR PRESENTATION OR WRONG,Northeast,CLOSED,Connecticut,BNM-062,Non Urgent,Company HQ,Court Order
261,3/2/2012,4/20/2012,Theresa,Gilbert,FEMALE,Robert Palmer,Comm-7,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,Northeast,CLOSED,Connecticut,HHC-058,Non Urgent,Company HQ,Written
262,3/6/2012,3/9/2012,Michelle,Lane,FEMALE,Jimmy Hughes,Comm-3,DO NOT USE A REQUEST,Northeast,CLOSED,Connecticut,BNM-041,Non Urgent,Bank Branch,In person
263,3/6/2012,3/8/2012,Christine,Ford,FEMALE,Daniel Wagner,Comm-3,IGNORANCE OF EXISTENCE,Northeast,CLOSED,Connecticut,CAP-069,Non Urgent,Company HQ,Written
264,3/6/2012,4/4/2012,Matthew,Hughes,MALE,Russell Rose,Comm-2,DO NOT USE A REQUEST,Northeast,CLOSED,Connecticut,HOC-052,Urgent,Company HQ,Written
265,3/7/2012,3/19/2012,Charles,Greene,MALE,Sean Montgomery,Comm-2,IGNORANCE OF EXISTENCE,Northeast,CLOSED,Connecticut,CAS-075,Non Urgent,Company HQ,Written
266,3/7/2012,4/25/2012,Catherine,Pierce,FEMALE,Jack Rivera,Bonus Based,POOR INFORMATION (BEFORE OR WITH THE SALE),Northeast,CLOSED,Connecticut,BNM-041,Non Urgent,Bank HQ,Phone
267,2/17/2012,3/7/2012,Terry,Cox,MALE,Robert Mason,Comm-8,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,Northeast,CLOSED,Connecticut,CAS-017,Non Urgent,Call Center,Phone
268,3/7/2012,3/9/2012,Robert,Warren,MALE,Kenneth Bradley,Bonus Based,IGNORANCE OF EXISTENCE,Northeast,CLOSED,Connecticut,LBL-074,Non Urgent,Bank HQ,Phone
269,3/7/2012,3/8/2012,Jose,Riley,MALE,Brian Hansen,Comm-2,POOR SERVICE,Northeast,CLOSED,Connecticut,LBL-045,Urgent,Company HQ,Email
270,3/7/2012,4/5/2012,Donald,Evans,MALE,Jerry Dean,Comm-4,IGNORANCE OF EXISTENCE,Northeast,CLOSED,Connecticut,HOC-052,Non Urgent,Company HQ,Written
271,9/12/2011,9/22/2011,Tammy,Wagner,FEMALE,Andrew Smith,Comm-2,PRODUCTION PRODUCT,Northeast,CLOSED,Connecticut,MMP-006,Non Urgent,Company HQ,Written
272,9/12/2011,9/19/2011,Beverly,Garrett,FEMALE,Joshua Crawford,Comm-8,IGNORANCE OF EXISTENCE,Northeast,CLOSED,Connecticut,OOT-061,Non Urgent,Tele,Phone
273,9/12/2011,9/15/2011,Daniel,Mcdonald,MALE,Jonathan Ward,Comm-8,POWER FOR PRESENTATION OR WRONG,Northeast,CLOSED,Connecticut,MOT-010,Non Urgent,Bank Branch,Email
274,3/6/2012,3/15/2012,Sean,Gray,MALE,Todd Mccoy,Comm-9,SECURITY BUILDING REQUEST_ SECURITY RETURN,Northeast,CLOSED,Connecticut,CAS-015,Non Urgent,Bank Branch,Written
275,9/12/2011,10/14/2011,Patricia,Sanchez,FEMALE,Phillip Jacobs,Comm-6,DIFFERENCES IN PRICE POLITICS,Northeast,CLOSED,Connecticut,CAP-025,Non Urgent,Company HQ,Written
276,3/8/2012,3/14/2012,Teresa,Lynch,FEMALE,Ernest Wagner,Comm-2,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,Northeast,CLOSED,Connecticut,CAP-070,Urgent,Bank HQ,Phone
277,3/8/2012,4/6/2012,Thomas,Williamson,MALE,Brian Davis,Comm-5,DISCLAIMER OF DISMISSAL,South,CLOSED,District of Columbia,BNM-036,Urgent,Company HQ,Court Order
278,3/8/2012,4/17/2012,Adam,Stevens,MALE,Gary Snyder,No Commission,POOR INFORMATION (BEFORE OR WITH THE SALE),South,CLOSED,Delaware,CAS-022,Urgent,Company HQ,Court Order
279,3/8/2012,3/21/2012,Roy,Stone,MALE,Harold Weaver,Comm-2,MANAGEMENT-NOT DECISION OF ANOTHER COMPANY CONTRACT,South,CLOSED,Florida,CAP-071,Non Urgent,Company HQ,Written
280,3/8/2012,4/2/2012,Bobby,Wood,MALE,James Clark,Comm-2,DISCLAIMER OF DISMISSAL,South,CLOSED,Florida,HHC-057,Non Urgent,Company HQ,Email
281,9/16/2011,9/20/2011,Barbara,Porter,FEMALE,Thomas Johnson,Comm-6,POOR INFORMATION (BEFORE OR WITH THE SALE),South,CLOSED,Florida,BNM-031,Non Urgent,Bank Branch,Written
282,9/16/2011,9/27/2011,Ralph,Fowler,MALE,Willie Oliver,Comm-2,POOR SERVICE,South,CLOSED,Florida,BNM-031,Non Urgent,Call Center,Email
283,9/19/2011,9/22/2011,Gary,Henry,MALE,Antonio Freeman,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),South,CLOSED,Florida,MOT-009,Non Urgent,Bank HQ,Written
284,9/19/2011,9/30/2011,Andrew,Hansen,MALE,Victor Day,No Commission,POOR INFORMATION (BEFORE OR WITH THE SALE),South,CLOSED,Florida,BNM-062,Non Urgent,Bank Branch,Written
285,3/9/2012,3/30/2012,Arthur,Lawrence,MALE,Craig Carpenter,Comm-2,FRAUD,South,CLOSED,Florida,BNM-036,Urgent,Company HQ,Phone
286,9/20/2011,10/7/2011,Lois,Garza,FEMALE,Joseph Morrison,Bonus Based,INDEPENDENT DISMISSAL,South,CLOSED,Florida,HOC-054,Non Urgent,Partner,Written
287,9/20/2011,9/22/2011,Scott,Arnold,MALE,Earl Stewart,No Commission,POOR INFORMATION (BEFORE OR WITH THE SALE),South,CLOSED,Florida,CAS-075,Non Urgent,Bank Branch,Written
288,9/21/2011,10/14/2011,Earl,Ramirez,MALE,Carlos Kelly,Comm-5,INSURANCE USE IN ORGANIZATION OF COMPETITIVE LOAN,South,CLOSED,Florida,CAP-024,Non Urgent,Tele,Written
289,9/26/2011,10/14/2011,Juan,Watkins,MALE,Paul Ferguson,Comm-2,POOR SERVICE,South,CLOSED,Florida,MMP-004,Non Urgent,Tele,Written
290,9/26/2011,10/26/2011,Brenda,George,FEMALE,Justin Gardner,Comm-7,SECURITY PUBLISHING CONTRACT,South,CLOSED,Florida,CAP-068,Non Urgent,Tele,Written
291,3/9/2012,3/27/2012,Rebecca,Ramirez,FEMALE,Justin Lynch,Comm-2,DISCLAIMER OF DISMISSAL,South,CLOSED,Florida,BNM-073,Urgent,Company HQ,Court Order
292,3/12/2012,4/10/2012,Bonnie,Wright,FEMALE,Billy Elliott,Comm-2,POOR INFORMATION (BEFORE OR WITH THE SALE),South,CLOSED,Florida,MOT-009,Non Urgent,Company HQ,Written
293,3/12/2012,3/27/2012,Philip,Ford,MALE,Jose Mccoy,Bonus Based,IGNORANCE OF EXISTENCE,South,CLOSED,Florida,HOC-052,Non Urgent,Company HQ,Written
294,3/12/2012,4/24/2012,Robert,Morrison,MALE,Robert Mason,Comm-8,POOR INFORMATION (BEFORE OR WITH THE SALE),South,CLOSED,Florida,MOT-011,Non Urgent,Company HQ,Written
295,3/12/2012,4/5/2012,Christopher,Phillips,MALE,Victor Mccoy,Bonus Based,CONTRACT NOTICE (USE OR FAITH),South,CLOSED,Florida,LBL-074,Non Urgent,Company HQ,Written
296,9/26/2011,10/6/2011,Jessica,Harris,FEMALE,Dennis Bishop,Comm-2,DIFFERENCES IN PRICE POLITICS,South,CLOSED,Florida,HHC-063,Non Urgent,Bank Branch,Written
297,9/26/2011,10/6/2011,Paul,Morgan,MALE,Alan Palmer,Bonus Based,POOR INFORMATION (BEFORE OR WITH THE SALE),South,CLOSED,Florida,LOL-046,Non Urgent,Bank Branch,Written
298,9/28/2011,10/5/2011,Ryan,Miller,MALE,Joseph Fox,No Commission,POOR SERVICE,South,CLOSED,Florida,BNM-041,Non Urgent,Company HQ,Email
299,9/29/2011,10/13/2011,Juan,Mccoy,MALE,Larry Castillo,Comm-9,POOR INFORMATION (BEFORE OR WITH THE SALE),South,CLOSED,Florida,BNM-040,Non Urgent,Bank Branch,Written
300,9/29/2011,10/6/2011,Frank,Morris,MALE,Wayne Long,Comm-2,DISCLAIMER OF DISMISSAL,South,CLOSED,Florida,MOT-011,Non Urgent,Company HQ,Court Order
301,9/29/2011,10/24/2011,Arthur,Perez,MALE,Scott Fox,Comm-8,PAYMENT POLICY,South,CLOSED,Florida,HOC-051,Non Urgent,Bank Branch,Phone
302,9/29/2011,9/29/2011,Maria,Gonzalez,FEMALE,Clarence Davis,Comm-6,DETERMINATION OF ANSWER TO BLOOD_ QUESTION_ SOLIDARITY,South,CLOSED,Florida,CAP-027,Non Urgent,Bank HQ,Phone
303,9/30/2011,10/21/2011,Carolyn,Parker,FEMALE,Ronald Nguyen,Comm-6,POOR SERVICE,South,CLOSED,Florida,CAS-019,Non Urgent,Company HQ,Court Order
304,9/28/2011,9/30/2011,Virginia,Weaver,FEMALE,Roger Peters,Comm-5,SECURITY BUILDING REQUEST_ SECURITY RETURN,South,CLOSED,Florida,HOC-050,Non Urgent,Company HQ,In person
305,9/20/2011,10/6/2011,Patrick,Wagner,MALE,Russell Green,Comm-2,CONTRACT NOTICE (USE OR FAITH),South,CLOSED,Florida,CAP-026,Non Urgent,Company HQ,Written
306,3/12/2012,4/10/2012,Wayne,Jones,MALE,Roger Rogers,No Commission,PAYMENT POLICY,South,CLOSED,Florida,HHC-078,Non Urgent,Bank Branch,In person
307,10/3/2011,10/4/2011,Joseph,Bishop,MALE,Daniel Wagner,Comm-3,IGNORANCE OF EXISTENCE,South,CLOSED,Florida,BNM-038,Non Urgent,Company HQ,Court Order
308,3/12/2012,3/29/2012,Charles,Boyd,MALE,Ryan Reid,Comm-7,IGNORANCE OF EXISTENCE,South,CLOSED,Florida,BNM-041,Non Urgent,Company HQ,Written
309,3/13/2012,3/13/2012,Sara,Tucker,FEMALE,Nicholas Campbell,Comm-7,POOR SERVICE,South,CLOSED,Florida,MMP-005,Non Urgent,Call Center,Phone
310,3/13/2012,4/10/2012,Amy,Burton,FEMALE,Henry Smith,Comm-8,IGNORANCE OF EXISTENCE,South,CLOSED,Florida,CAS-076,Non Urgent,Company HQ,Email
311,3/13/2012,4/10/2012,Shawn,Thomas,MALE,Howard Hansen,Comm-5,IGNORANCE OF EXISTENCE,South,CLOSED,Florida,CAP-028,Non Urgent,Company HQ,Written
312,3/13/2012,3/22/2012,Jeffrey,Mitchell,MALE,Eugene Boyd,No Commission,DIFFERENCES IN PRICE POLITICS,South,CLOSED,Florida,HHC-063,Urgent,Company HQ,Phone
313,3/13/2012,4/17/2012,Gloria,Wood,FEMALE,Nicholas Hawkins,Comm-7,DISCLAIMER OF DISMISSAL,South,CLOSED,Florida,CAS-065,Urgent,Company HQ,Written
314,3/13/2012,3/15/2012,Rebecca,Cooper,FEMALE,Raymond Gordon,Comm-6,SECURITY BUILDING REQUEST_ SECURITY RETURN,South,CLOSED,Florida,MOT-009,Urgent,Bank Branch,Phone
315,3/13/2012,3/26/2012,Jason,Shaw,MALE,Kenneth Clark,Comm-2,SELF-DETERMINED EXPRESSION OF INSURANCE,South,CLOSED,Florida,CAP-069,Non Urgent,Company HQ,Written
316,3/14/2012,4/6/2012,Sandra,Evans,FEMALE,Justin Robinson,Comm-3,DISCLAIMER OF DISMISSAL,South,CLOSED,Florida,HOC-056,Urgent,Company HQ,Court Order
317,3/14/2012,4/17/2012,Ronald,Vasquez,MALE,Victor Chavez,Comm-3,DISCLAIMER OF DISMISSAL,South,CLOSED,Florida,PNM-001,Urgent,Company HQ,Written
318,3/14/2012,4/9/2012,Dennis,Hunt,MALE,Brian Davis,Comm-5,NON-MAINTENANCE OF A BANKRUPT,South,CLOSED,Florida,MOT-011,Urgent,Intermediary,Written
319,3/15/2012,3/29/2012,Peter,Wilson,MALE,David Fox,Bonus Based,LOW DISCOUNT,South,CLOSED,Florida,BNM-034,Non Urgent,Bank HQ,Written
